,hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,emergency_services,subtotal_acute_utilization,payroll_employees,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
996,PAGOSA SPRINGS MEDICAL CENTER,Government - Hospital District or Authority,Critical Access Hospitals,37.252776,-107.077219,95 SOUTH PAGOSA BOULEVARD,PAGOSA SPRINGS,True,29.0,249.85,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
997,WEISER MEMORIAL HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,44.248761,-116.961735,645 EAST 5TH STREET,WEISER,True,14.0,118.19,4,Not Available,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Same as the national average
998,MADELIA COMMUNITY HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,44.049536,-94.409365,121 DREW AVENUE SOUTHEAST,MADELIA,True,13.0,83.68,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available
999,APPLETON MUNICIPAL HOSPITAL,Government - Local,Critical Access Hospitals,45.199658,-96.009224,30 SOUTH BEHL STREET,APPLETON,True,15.0,102.58,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1000,PLATTE HEALTH CENTER - CAH,Voluntary non-profit - Private,Critical Access Hospitals,43.384182,-98.836395,601 E 7TH ST  POST OFFICE BOX 200,PLATTE,True,16.0,135.59,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available
1001,FAIRCHILD MEDICAL CENTER,Voluntary non-profit - Other,Critical Access Hospitals,41.718579,-122.645457,444 BRUCE STREET,YREKA,True,55.0,420.55,2,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
1002,ASCENSION OUR LADY OF VICTORY HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,44.955311,-90.920564,1120 PINE ST,STANLEY,True,12.0,73.52,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available
1003,ST GABRIELS HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,45.967711,-94.362651,815 SOUTHEAST SECOND STREET,LITTLE FALLS,True,37.0,283.34,3,Not Available,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average
1004,SPARTA COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,38.1239588,-89.6915364,818 E BROADWAY,SPARTA,True,19.0,252.19,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Same as the national average
1005,SEYMOUR HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,33.589788,-99.247697,200 STADIUM DRIVE,SEYMOUR,True,19.0,121.4,4,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available
1006,OTTO KAISER MEMORIAL HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,28.80425,-97.856642,3349 S HIGHWAY 181,KENEDY,True,16.0,145.53,4,Not Available,Not Available,Above the national average,Not Available,Not Available,Same as the national average,Same as the national average
1007,MERCY HOSPITAL TISHOMINGO,Voluntary non-profit - Church,Critical Access Hospitals,34.222445,-96.675294,1000 SOUTH BYRD,TISHOMINGO,True,18.0,63.58,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
1008,SPECTRUM HEALTH GERBER MEMORIAL,Voluntary non-profit - Private,Critical Access Hospitals,43.464383,-85.950763,212 S SULLIVAN ST,FREMONT,True,52.0,547.72,4,Same as the national average,Not Available,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
1009,"MEMORIAL HOSPITAL, THE",Voluntary non-profit - Private,Critical Access Hospitals,44.060519,-71.13851,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,True,54.0,390.34,2,Same as the national average,Not Available,Below the national average,Same as the national average,Not Available,Same as the national average,Same as the national average
1010,"MEMORIAL HOSPITAL, THE",Voluntary non-profit - Private,Critical Access Hospitals,44.060519,-71.13851,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,True,54.0,390.34,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available
1011,T J HEALTH COLUMBIA,Government - Hospital District or Authority,Acute Care Hospitals,37.096289,-85.29494,901 WESTLAKE DRIVE,COLUMBIA,True,1.0,88.97,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available
1012,BRADLEY COUNTY MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,33.610538,-92.058665,404 SOUTH BRADLEY STREET,WARREN,True,26.0,198.84,4,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Same as the national average,Same as the national average
1013,CASS COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,41.401712,-94.992608,1501 EAST TENTH STREET,ATLANTIC,True,37.0,317.88,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
1014,WEST RIVER REGIONAL MEDICAL CENTER-CAH,Voluntary non-profit - Private,Critical Access Hospitals,46.001323,-102.628239,1000 HIGHWAY 12,HETTINGER,True,28.0,187.07,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average
1015,WARNER HOSPITAL AND HEALTH SERVICES,Government - Local,Critical Access Hospitals,40.148953,-88.964616,422 W WHITE ST,CLINTON,True,8.0,131.23,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average
1016,PHILLIPS COUNTY MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,48.357098,-107.860356,311 S 8TH AVE E,MALTA,True,24.0,55.67,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
1017,WASHINGTON COUNTY HOSPITAL*,Government - Hospital District or Authority,Critical Access Hospitals,38.339118,-89.390016,705 S GRAND AVE,NASHVILLE,True,22.0,118.05,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1018,PEMBINA COUNTY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,48.7938813,-97.6223098,BOX 380,CAVALIER,True,10.0,164.65,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available
1019,SITKA COMMUNITY HOSPITAL,Government - Local,Critical Access Hospitals,57.058992,-135.345929,209 MOLLER DRIVE,SITKA,True,32.0,165.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1020,LUCAS COUNTY HEALTH CENTER,Voluntary non-profit - Other,Critical Access Hospitals,41.027693,-93.303421,1200 NORTH 7TH STREET,CHARITON,True,11.0,164.55,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available
1021,CHOCTAW HEALTH CENTER,Government - Federal,Acute Care Hospitals,32.7809947,-89.1834058,ROUTE 7 BOX R50,PHILADELPHIA,True,9.0,387.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Not Available
1022,SCOTT REGIONAL HOSPITAL CAH,Voluntary non-profit - Private,Critical Access Hospitals,32.344625,-89.671295,317 HIGHWAY 13 SOUTH,MORTON,True,39.0,110.35,4,Not Available,Not Available,Above the national average,Not Available,Not Available,Above the national average,Same as the national average
1023,ROANE GENERAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,38.813654,-81.36887,200 HOSPITAL DRIVE,SPENCER,True,31.0,269.72,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Below the national average
1024,NORTHERN ROCKIES MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,48.62878,-112.326345,802 2ND ST SE,CUT BANK,True,8.0,69.69,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Not Available
1025,HOULTON REGIONAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,46.132962,-67.842644,20 HARTFORD STREET,HOULTON,True,60.0,344.89,4,Same as the national average,Not Available,Above the national average,Above the national average,Not Available,Same as the national average,Same as the national average
1026,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,3,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
1027,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
1028,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1029,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
1030,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,4,Not Available,Not Available,Same as the national average,Above the national average,Not Available,Same as the national average,Same as the national average
1031,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Above the national average,Not Available
1032,COMMUNITY MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.1817666,-99.2925606,809 JACKSON  POST OFFICE BOX 319,BURKE,True,22.0,45.92,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
1033,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,38.567698,-86.475188,642 W HOSPITAL RD,PAOLI,True,10.0,125.54,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Same as the national average
1034,MERCYONE OELWEIN MEDICAL CENTER,Voluntary non-profit - Church,Critical Access Hospitals,42.675419,-91.902613,201 EIGHTH AVENUE SE,OELWEIN,True,13.0,131.77,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1035,HOUSTON COUNTY COMMUNITY HOSPITAL,Government - Local,Critical Access Hospitals,36.319516,-87.689193,5001 EAST MAIN STREET,ERIN,True,15.0,63.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1036,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,32.167126,-94.346039,409 COTTAGE RD,CARTHAGE,True,13.0,51.89,2,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Same as the national average
1037,BURNETT MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,45.775546,-92.687182,257 W ST GEORGE AVE,GRANTSBURG,True,11.0,168.92,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Not Available,Not Available
1038,LAUDERDALE COMMUNITY HOSPITAL,Proprietary,Critical Access Hospitals,35.746554,-89.548949,326 ASBURY AVENUE,RIPLEY,True,19.0,117.39,Not Available,Not Available,Not Available,Same as the national average,Not Available,Not Available,Not Available,Same as the national average
1039,NORTH CANYON MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,42.921869,-114.711128,267 NORTH CANYON DR,GOODING,False,42.0,181.81,5,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Not Available
1040,SYRINGA GENERAL HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,45.926789,-116.126994,607 W MAIN STREET,GRANGEVILLE,True,31.0,140.93,2,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Above the national average,Not Available
